image_path,binary_label,crop_source_label,negative_subcategory,source_id,source_name,sha256,original_source_url,creator_author,license,license_url,download_date,split
D:\CropDiseaseProject\data\non_leaf_negatives\agri_tools_equipment\SRC-03_agri_tools_equipment_b89e73a24b5b.jpg,0,non_leaf,agri_tools_equipment,SRC-03,Wikimedia Commons,b89e73a24b5b3ca4b47a9007d6e62aa0ee6de7b94c918ae53d88e7cc3eb0ade8,https://commons.wikimedia.org/wiki/File:Tractor_at_Wormiston_Farm_-_geograph.org.uk_-_2062822.jpg,James Allan,CC-BY-SA-2.0,https://creativecommons.org/licenses/by-sa/2.0,2026-09-23,val
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4089.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,8e8af19f98124aa9c84157fca301ed9d40f6201b21a89ce71a946a44dcaf8e6e,D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4089.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_mosaic_virus\a2bc1805-22f6-48a3-8718-cd2b0ed9eb16___PSU_CG 2225.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,20aead4f9d77a7a179366f29d2a10344fa994769a45b359cf210b2b3a88102ce,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_mosaic_virus\a2bc1805-22f6-48a3-8718-cd2b0ed9eb16___PSU_CG 2225.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\buildings_structures\SRC-02_buildings_structures_e98b1334e1d6.jpg,0,non_leaf,buildings_structures,SRC-02,Google Open Images V7,e98b1334e1d695d4a60a66ffa21b2f280934ed6b627cd8df715fdfba730e78cc,https://openimages.github.io/v7/validation/SRC-02_buildings_structures_e98b1334e1d6.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\sugarcane_large\Diseases\Brown Spot\image787.jpg,1,Sugarcane,leaf,SRC-IN-SUGARCANE,Internal Sugarcane In-Domain Training Split,d12112e80ee33c77cad729b80b9d01eb9bc61a8e362cef365e0c3a34c6daffe5,D:\CropDiseaseProject\sugarcane_large\Diseases\Brown Spot\image787.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\grape_2024\leaf blight\leaf blight223.jpg,1,Grape,leaf,SRC-IN-GRAPE,Internal Grape In-Domain Training Split,7124dd05d5b18c66e6715c2f9932d448823bd6b78658f8b0c3a9d872a9010d51,D:\CropDiseaseProject\grape_2024\leaf blight\leaf blight223.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\plant_parts_nonleaf\SRC-05_plant_parts_nonleaf_a58f84d9493d.jpg,0,non_leaf,plant_parts_nonleaf,SRC-05,Fruits-360,a58f84d9493d19d5ce93a9ef47693091e4fb321385214c99882919f13a88fb10,https://github.com/Horea94/Fruit-Images-Dataset/tree/master/Test/Grape Pink/321_100.jpg,Horea Muresan & Mihai Oltean (2018),CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,2026-09-23,test
D:\CropDiseaseProject\data\non_leaf_negatives\buildings_structures\SRC-03_buildings_structures_edad7d1398de.jpg,0,non_leaf,buildings_structures,SRC-03,Wikimedia Commons,edad7d1398dece03a1a979e6a6e70e85fb2dc3beb02e47d6434a160fe3b825fb,"https://commons.wikimedia.org/wiki/File:Abandoned_greenhouse_at_Kolibki_Park_in_Gdynia,_Poland.jpg",FunctioningMemberOfSociety,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0,2026-09-23,train
D:\CropDiseaseProject\grape_2024\leaf blight\leaf blight257.jpg,1,Grape,leaf,SRC-IN-GRAPE,Internal Grape In-Domain Training Split,e66c59a7c01d1bef3d08c0e518280ae04a8efc2da5d0a933f0d79d65719a930b,D:\CropDiseaseProject\grape_2024\leaf blight\leaf blight257.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,val
D:\CropDiseaseProject\data\non_leaf_negatives\plant_parts_nonleaf\SRC-05_plant_parts_nonleaf_7fc51e0ef36f.jpg,0,non_leaf,plant_parts_nonleaf,SRC-05,Fruits-360,7fc51e0ef36fae34ad3c77c943fe218dd01db378415f39077055b5a33fdaf073,https://github.com/Horea94/Fruit-Images-Dataset/tree/master/Test/Grape Blue/169_100.jpg,Horea Muresan & Mihai Oltean (2018),CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\plant_parts_nonleaf\SRC-05_plant_parts_nonleaf_41269375d731.jpg,0,non_leaf,plant_parts_nonleaf,SRC-05,Fruits-360,41269375d7311e7c2491d9b295fd6f0778952aaf5645253a6375f4cbb5c9a8a0,https://github.com/Horea94/Fruit-Images-Dataset/tree/master/Test/Pepper Yellow/125_100.jpg,Horea Muresan & Mihai Oltean (2018),CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,2026-09-23,test
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_4163cf8e168f.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,4163cf8e168fce7ab7c6adfcdf165d225aabea6db8f35be9cc8e34977cc93682,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_4163cf8e168f.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,val
D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\397c68cc-c2f8-4a52-8468-557c8181bc9e___GH_HL Leaf 247.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,54079624fd769dcc2d7ad3018963210f013170d625ee74ce363c3f7c92f92557,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\397c68cc-c2f8-4a52-8468-557c8181bc9e___GH_HL Leaf 247.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\plant_parts_nonleaf\SRC-05_plant_parts_nonleaf_2bc870c52f87.jpg,0,non_leaf,plant_parts_nonleaf,SRC-05,Fruits-360,2bc870c52f8740bba0a90a2271bcd8d3919ed9e8be5c0a620945bd9140434928,https://github.com/Horea94/Fruit-Images-Dataset/tree/master/Test/Grape White/261_100.jpg,Horea Muresan & Mihai Oltean (2018),CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,2026-09-23,val
D:\CropDiseaseProject\sugarcane_large\Diseases\Brown Spot\image077.jpg,1,Sugarcane,leaf,SRC-IN-SUGARCANE,Internal Sugarcane In-Domain Training Split,abb73b128b778b4312c8619039e719cbdd97e67996050cc05a82ffac5271c402,D:\CropDiseaseProject\sugarcane_large\Diseases\Brown Spot\image077.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_6b55cad46e54.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,6b55cad46e54706a31442ff1b95f020f0ed7ef3929a9c0915500a093e4ffa44f,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_6b55cad46e54.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\soil_ground\SRC-04_soil_ground_ba8ef42c2c2d.jpg,0,non_leaf,soil_ground,SRC-04,Kaggle Soil Types,ba8ef42c2c2d757cbc3d2facf97ff1d8ae2b0c04ed0b4cd8a462b5e0e35f8ddf,https://raw.githubusercontent.com/Shushanth101/Soil-Types-Dataset/main/test/Black_soil/0567230593.jpeg,Shushanth (Black Soil),CC0 / Public Domain,https://creativecommons.org/publicdomain/zero/1.0/,2026-09-23,val
D:\CropDiseaseProject\sugarcane_maharashtra\Healthy\healthy (447).jpeg,1,Sugarcane,leaf,SRC-IN-SUGARCANE,Internal Sugarcane In-Domain Training Split,9ed479fb21ae355cadbd66ecb54895341af50047a6ea277c94525d27701284c5,D:\CropDiseaseProject\sugarcane_maharashtra\Healthy\healthy (447).jpeg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\grape_2024\esca\esca418.jpg,1,Grape,leaf,SRC-IN-GRAPE,Internal Grape In-Domain Training Split,2eee750474c1eeff3cd98f73363afaa4ec577f88a7c2d991f25459461a6a5349,D:\CropDiseaseProject\grape_2024\esca\esca418.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\plant_parts_nonleaf\SRC-02_plant_parts_nonleaf_dde54d62ffdb.jpg,0,non_leaf,plant_parts_nonleaf,SRC-02,Google Open Images V7,dde54d62ffdb97d920bd5eaf5b14afd3e382522b6e151aa0c04092ff768db260,https://openimages.github.io/v7/validation/SRC-02_plant_parts_nonleaf_dde54d62ffdb.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5173.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,084bc156395d132fa517a83c27c2cf932137f05033d33e3b0f3eb5c2097459f4,D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5173.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\sugarcane_maharashtra\RedRot\redrot (452).jpeg,1,Sugarcane,leaf,SRC-IN-SUGARCANE,Internal Sugarcane In-Domain Training Split,bf5f1dfae771d305493d520d9224545b7dd4b37111a884ba89e0d7e358a68644,D:\CropDiseaseProject\sugarcane_maharashtra\RedRot\redrot (452).jpeg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,test
D:\CropDiseaseProject\data\non_leaf_negatives\buildings_structures\SRC-02_buildings_structures_2c4fedf23a82.jpg,0,non_leaf,buildings_structures,SRC-02,Google Open Images V7,2c4fedf23a820a3cef8a330894ac6fa02076a980fee3bedf5c8a7cda8d605d7a,https://openimages.github.io/v7/validation/SRC-02_buildings_structures_2c4fedf23a82.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,test
D:\CropDiseaseProject\grape_niphad\Downy Mildew\Downy Mildew_196.jpg,1,Grape,leaf,SRC-IN-GRAPE,Internal Grape In-Domain Training Split,b2cd4e0474ab6168cfdb1a9a2c28072c312e4b25f0417af26f565c1134634d32,D:\CropDiseaseProject\grape_niphad\Downy Mildew\Downy Mildew_196.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\sugarcane_large\Diseases\Brown Spot\image1024.jpg,1,Sugarcane,leaf,SRC-IN-SUGARCANE,Internal Sugarcane In-Domain Training Split,87badb571e5b59624d75a60320e4291d48332062fbcaea02d077d773160e1f9e,D:\CropDiseaseProject\sugarcane_large\Diseases\Brown Spot\image1024.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\tomato_plantvillage\Tomato___Late_blight\bb41f69c-b5b4-4acb-b965-950eac2b49c8___GHLB2 Leaf 130.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,03dc4df4067bdf45faaae32c65e4868ea94dc39e86ef15504acac197e58cd2fe,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Late_blight\bb41f69c-b5b4-4acb-b965-950eac2b49c8___GHLB2 Leaf 130.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\plant_parts_nonleaf\SRC-02_plant_parts_nonleaf_0521b36294cc.jpg,0,non_leaf,plant_parts_nonleaf,SRC-02,Google Open Images V7,0521b36294cc0fb5cb6bf538b6b6cc2d6bdba7ead762a5fa7d64979da86bc9d4,https://openimages.github.io/v7/validation/SRC-02_plant_parts_nonleaf_0521b36294cc.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,test
D:\CropDiseaseProject\grape_2024\healthy\healthy936.jpg,1,Grape,leaf,SRC-IN-GRAPE,Internal Grape In-Domain Training Split,68bff9ccfc9f1a34e0a1ef83ed0d497b58e039b490c0e8c5c69f9d75fe79d17d,D:\CropDiseaseProject\grape_2024\healthy\healthy936.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\soil_ground\SRC-04_soil_ground_611656e3f6a0.jpg,0,non_leaf,soil_ground,SRC-04,Kaggle Soil Types,611656e3f6a06cf6ef8aae3f446be3fc224f8bc9711db5143b0f2112b401e313,https://raw.githubusercontent.com/Shushanth101/Soil-Types-Dataset/main/test/Black_soil/0565782879.jpeg,Shushanth (Black Soil),CC0 / Public Domain,https://creativecommons.org/publicdomain/zero/1.0/,2026-09-23,train
D:\CropDiseaseProject\sugarcane_maharashtra\Yellow\yellow (238).jpeg,1,Sugarcane,leaf,SRC-IN-SUGARCANE,Internal Sugarcane In-Domain Training Split,ff24cf01fc9102746bf7a814391bf8f2848ec4409c2bd240f415630e2adc0e47,D:\CropDiseaseProject\sugarcane_maharashtra\Yellow\yellow (238).jpeg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,test
D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\53251828-7d15-4c0d-8f67-795b69326594___YLCV_GCREC 2270.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,8f37a1174f33c13fbcaa3085a266b49070a69c039167752047652dcdf4a49503,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\53251828-7d15-4c0d-8f67-795b69326594___YLCV_GCREC 2270.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\agri_tools_equipment\SRC-03_agri_tools_equipment_5a00f23e76f2.jpg,0,non_leaf,agri_tools_equipment,SRC-03,Wikimedia Commons,5a00f23e76f2ad4325b34a4650efcadcce4df449d47fec351fdca6d069dc952d,https://commons.wikimedia.org/wiki/File:2019_Iowa_Tractor_Ride_with_Secretary_Perdue_(20190623-OSEC-LSC-0357).jpg,USDAgov,PD,https://commons.wikimedia.org/wiki/Commons:Licensing,2026-09-23,val
D:\CropDiseaseProject\grape_2024\Black rot\black rot617.jpg,1,Grape,leaf,SRC-IN-GRAPE,Internal Grape In-Domain Training Split,e5cd92b99019418c099e86dad1c7e49ed45d6e88739cd3bd3b0e4a117eb5d409,D:\CropDiseaseProject\grape_2024\Black rot\black rot617.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,val
D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\aa165819-cd18-4594-adf5-2d69ce8c643b___YLCV_NREC 2849.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,4dec302283cb97e8bd43b37a33afef9f135ae124bcadce29b4018731d018299b,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\aa165819-cd18-4594-adf5-2d69ce8c643b___YLCV_NREC 2849.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,test
D:\CropDiseaseProject\data\non_leaf_negatives\plant_parts_nonleaf\SRC-05_plant_parts_nonleaf_8bd16095c228.jpg,0,non_leaf,plant_parts_nonleaf,SRC-05,Fruits-360,8bd16095c22817a64edf20d6aee905f9bbc92612663e6fa9767beefd8b8bc9d2,https://github.com/Horea94/Fruit-Images-Dataset/tree/master/Test/Tomato 2/107_100.jpg,Horea Muresan & Mihai Oltean (2018),CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,2026-09-23,train
D:\CropDiseaseProject\tomato_plantvillage\Tomato___Early_blight\386b2d80-35c1-4fa5-98b6-f78c1c9cfb36___RS_Erly.B 6470.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,ffb14941ff0bf3e95bcb3aeb5ea3d7232aec8155ba6d17a562d752880812b5b2,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Early_blight\386b2d80-35c1-4fa5-98b6-f78c1c9cfb36___RS_Erly.B 6470.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\plant_parts_nonleaf\SRC-05_plant_parts_nonleaf_a1b1c094a945.jpg,0,non_leaf,plant_parts_nonleaf,SRC-05,Fruits-360,a1b1c094a945cfd4722e1f4ca8c75ddfbdce81a9e15ea8aecff5850151716e04,https://github.com/Horea94/Fruit-Images-Dataset/tree/master/Test/Tomato 2/108_100.jpg,Horea Muresan & Mihai Oltean (2018),CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_aefd65737a81.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,aefd65737a81dc317785c9326158078f85ca0ce36aaead856c7a09a7643353e3,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_aefd65737a81.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,test
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_7a4c69c639d7.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,7a4c69c639d7c1e958a9e2a6be40ee729b739e043304a5b80f265b0b7cd193e1,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_7a4c69c639d7.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\agri_tools_equipment\SRC-03_agri_tools_equipment_c32765bbf30f.jpg,0,non_leaf,agri_tools_equipment,SRC-03,Wikimedia Commons,c32765bbf30fd9021cde5e4c14121c89af14ee29cc34f5fe40588652789c4f7e,https://commons.wikimedia.org/wiki/File:2019_Iowa_Tractor_Ride_with_Secretary_Perdue_(48118841473).jpg,USDAgov,PD,https://commons.wikimedia.org/wiki/Commons:Licensing,2026-09-23,train
D:\CropDiseaseProject\sugarcane_large\Diseases\Banded Chlorosis\image419.jpg,1,Sugarcane,leaf,SRC-IN-SUGARCANE,Internal Sugarcane In-Domain Training Split,1373ff6ad52979dab5ea445a23bbc122b5af4d10a9d26553770e983c81d72981,D:\CropDiseaseProject\sugarcane_large\Diseases\Banded Chlorosis\image419.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4955.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,36a8fbfef0140cfb46de3cc722ded81866982400a43bf305f1ae3d4d0826e033,D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4955.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\buildings_structures\SRC-02_buildings_structures_9db91b9854b3.jpg,0,non_leaf,buildings_structures,SRC-02,Google Open Images V7,9db91b9854b39a81bd7393f066fb10bedffc286fd5bbb5fd0051235ae3b73023,https://openimages.github.io/v7/validation/SRC-02_buildings_structures_9db91b9854b3.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4673.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,00e5f7df37822ec01217de1f818a633976d2e988e452e9111cf8905b9a7493eb,D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4673.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\plant_parts_nonleaf\SRC-02_plant_parts_nonleaf_18437819bdc2.jpg,0,non_leaf,plant_parts_nonleaf,SRC-02,Google Open Images V7,18437819bdc278335ce3e7db6e4f66590f521e71b5233b52c3730ec867412008,https://openimages.github.io/v7/validation/SRC-02_plant_parts_nonleaf_18437819bdc2.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\soil_ground\SRC-04_soil_ground_5b78a33e0c28.jpg,0,non_leaf,soil_ground,SRC-04,Kaggle Soil Types,5b78a33e0c2807a4dae65ff32d613befb391d9643cf0bfad9e46f667ee5dec23,https://raw.githubusercontent.com/Shushanth101/Soil-Types-Dataset/main/train/Black_soil/0131884376.jpeg,Shushanth (Black Soil),CC0 / Public Domain,https://creativecommons.org/publicdomain/zero/1.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\plant_parts_nonleaf\SRC-05_plant_parts_nonleaf_fc153b0ba616.jpg,0,non_leaf,plant_parts_nonleaf,SRC-05,Fruits-360,fc153b0ba61647fbe2a4ff9b90dc9c387e9698e78668f84aa8e6980a1bbfb375,https://github.com/Horea94/Fruit-Images-Dataset/tree/master/Test/Tomato 2/103_100.jpg,Horea Muresan & Mihai Oltean (2018),CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_a1842733654b.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,a1842733654b4e1b1477f4292ee636be9b62e351ee1aefe6326bd1cb8e7fda36,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_a1842733654b.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\plant_parts_nonleaf\SRC-05_plant_parts_nonleaf_87c91b591a3e.jpg,0,non_leaf,plant_parts_nonleaf,SRC-05,Fruits-360,87c91b591a3ef2eb4e1723f5b6e2a59856e6c50cbc0aeb111fd99507051b1a54,https://github.com/Horea94/Fruit-Images-Dataset/tree/master/Test/Pepper Green/107_100.jpg,Horea Muresan & Mihai Oltean (2018),CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,2026-09-23,train
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4634.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,3d5ae7f558bebd5b0560cb97d18f67bd8a80e3011d5fa49022f6cd800ea6d01f,D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4634.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,test
D:\CropDiseaseProject\data\non_leaf_negatives\agri_tools_equipment\SRC-03_agri_tools_equipment_5175ab25a472.jpg,0,non_leaf,agri_tools_equipment,SRC-03,Wikimedia Commons,5175ab25a4724d61a30ff3cdfb378d8dcaac94622a52c5a9a872d1fe70669991,https://commons.wikimedia.org/wiki/File:2019_Iowa_Tractor_Ride_with_Secretary_Perdue_(20190624-OSEC-DL-0002).jpg,USDAgov,PD,https://commons.wikimedia.org/wiki/Commons:Licensing,2026-09-23,test
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4889.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,83d93e12110c33c948f6c895bbd9a290d86adc326a47c4dd3327cefc80da2347,D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4889.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
